"trta","saffl","aesoc","aedecod","procedure","factor","measure","unit","denominator"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA","countdistinct","USUBJID",12,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION","countdistinct","USUBJID",9,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS","countdistinct","USUBJID",22,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE SWELLING","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE URTICARIA","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE VESICLES","countdistinct","USUBJID",4,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE WARMTH","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHILLS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CYST","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FATIGUE","countdistinct","USUBJID",5,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","INFLAMMATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","MALAISE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA PERIPHERAL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SECRETION DISCHARGE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SUDDEN DEATH","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","SWELLING","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ULCER","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","IMMUNE SYSTEM DISORDERS","HYPERSENSITIVITY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","CELLULITIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","INFLUENZA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","LOCALISED INFECTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","NASOPHARYNGITIS","countdistinct","USUBJID",4,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","ONYCHOMYCOSIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","PNEUMONIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","UPPER RESPIRATORY TRACT INFECTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INFECTIONS AND INFESTATIONS","VIRAL INFECTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","CONTUSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","EXCORIATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","FALL","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","JOINT DISLOCATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","SKIN LACERATION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","WOUND","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","BLOOD GLUCOSE INCREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","BODY TEMPERATURE INCREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","ELECTROCARDIOGRAM T WAVE INVERSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","NASAL MUCOSA BIOPSY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","NEUTROPHIL COUNT INCREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","URINE ANALYSIS ABNORMAL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","INVESTIGATIONS","WHITE BLOOD CELL COUNT INCREASED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","METABOLISM AND NUTRITION DISORDERS","FOOD CRAVING","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","ARTHRALGIA","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","BACK PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","MUSCLE SPASMS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","MUSCULAR WEAKNESS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","SHOULDER PAIN","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)","COLON CANCER","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)","MALIGNANT FIBROUS HISTIOCYTOMA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","BALANCE DISORDER","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","COMPLEX PARTIAL SEIZURES","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","COORDINATION ABNORMAL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","DIZZINESS","countdistinct","USUBJID",8,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","HEADACHE","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","HEMIANOPIA HOMONYMOUS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","LETHARGY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","PARAESTHESIA ORAL","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","SOMNOLENCE","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","STUPOR","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","SYNCOPE","countdistinct","USUBJID",4,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","NERVOUS SYSTEM DISORDERS","TRANSIENT ISCHAEMIC ATTACK","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","AGITATION","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","ANXIETY","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","CONFUSIONAL STATE","countdistinct","USUBJID",3,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","DEPRESSED MOOD","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","IRRITABILITY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","PSYCHIATRIC DISORDERS","RESTLESSNESS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RENAL AND URINARY DISORDERS","DYSURIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RENAL AND URINARY DISORDERS","ENURESIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RENAL AND URINARY DISORDERS","INCONTINENCE","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RENAL AND URINARY DISORDERS","MICTURITION URGENCY","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","COUGH","countdistinct","USUBJID",6,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","DYSPHONIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","DYSPNOEA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","EPISTAXIS","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","NASAL CONGESTION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PHARYNGOLARYNGEAL PAIN","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RHINORRHOEA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","BLISTER","countdistinct","USUBJID",5,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","DERMATITIS CONTACT","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ERYTHEMA","countdistinct","USUBJID",15,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","HYPERHIDROSIS","countdistinct","USUBJID",4,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS","countdistinct","USUBJID",23,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS GENERALISED","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH","countdistinct","USUBJID",13,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH ERYTHEMATOUS","countdistinct","USUBJID",2,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH PRURITIC","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN EXFOLIATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN IRRITATION","countdistinct","USUBJID",6,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","URTICARIA","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","SURGICAL AND MEDICAL PROCEDURES","CATARACT OPERATION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","VASCULAR DISORDERS","HOT FLUSH","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","VASCULAR DISORDERS","HYPERTENSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
"Xanomeline Low Dose","Y","VASCULAR DISORDERS","HYPOTENSION","countdistinct","USUBJID",1,"_NULL_","_NULL_"
